,title,price,link,image_url,Kilométrage,Couleur du véhicule,Etat du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Livraison,Cylindrée moto
762,Polo7 tres propre (d'une femme),25500,https://www.tayara.tn/fr/item/679cf2346286c241457ade74/Voitures/La_Manouba/Mornaguia/Polo7_tres_propre_dune_femme/,https://www.tayara.tn/mediaGateway/resize-image?img=30/30fe4af6-15ff-4e37-98ba-158885a67541&w=300,156000,Blanc,Avec kilométrage,Manuelle,2012,1.2L,Volkswagen,Polo,5,Autres,Essence,,
763,Mercedes a180 Essence,49000,https://www.tayara.tn/fr/item/679cf09e6286c241457add04/Voitures/Ben_Arous/El_Mourouj/Mercedes_a180_Essence/,https://www.tayara.tn/mediaGateway/resize-image?img=1b/1b196fa1-e179-455b-9140-b23bada58d55&w=300,191000,Gris,Nouveau,Manuelle,2013,1.6L,Mercedes-Benz,Classe A,6,Compacte,Essence,,
764,TOYOTA HIACE,16000,https://www.tayara.tn/fr/item/678518497041684afec1c7cf/Voitures/Tunis/Le_Bardo/TOYOTA_HIACE/,https://www.tayara.tn/mediaGateway/resize-image?img=49/49c355e6-e441-495d-bf60-d800df22ece6&w=300,313777,Blanc,Avec kilométrage,Manuelle,2002,2.5L,Toyota,Hi Ace,10,Utilitaire,Diesel,,
765,MITSUBISHI L 200 4X4 BVA,165000,https://www.tayara.tn/fr/item/679ced19a487ea2259c25ba0/Voitures/Ariana/Ariana/MITSUBISHI_L_200_4X4_BVA/,https://www.tayara.tn/mediaGateway/resize-image?img=71/7116a067-4e9e-4133-83e8-a24f6bacc4d0&w=300,32000,Gris,Avec kilométrage,Automatique,2022,2.4L,Mitsubishi,L200,8,Pick up,Diesel,,
766,A vendre une SUV Peugeot 3008,38000,https://www.tayara.tn/fr/item/6761c9e1f39faeaa98bbbf1d/Voitures/Tunis/L_Aouina/A_vendre_une_SUV_Peugeot_3008_/,https://www.tayara.tn/mediaGateway/resize-image?img=15/153d37ca-f4ab-4a61-9742-7628aa3daf36&w=300,221000,Blanc,Avec kilométrage,Manuelle,2010,1.5L,Peugeot,3008,7,Autres,Essence,,
767,Suzuki S.presso,38500,https://www.tayara.tn/fr/item/679b7676a487ea2259c16fd5/Voitures/Sfax/Sfax/Suzuki_Spresso/,https://www.tayara.tn/mediaGateway/resize-image?img=d5/d5256f92-c1bf-4357-bd5b-92c8361c6dcb&w=300,17000,,,,,,Suzuki,,,Autres,Essence,,
768,C-Elysée en bon état,17700,https://www.tayara.tn/fr/item/679a8825a487ea2259c0f5fe/Voitures/Ben_Arous/Boumhel/CElyse_en_bon_tat_/,https://www.tayara.tn/mediaGateway/resize-image?img=e1/e11b61bc-fdca-45eb-90b7-9424659358b3&w=300,168000,Blanc,,Manuelle,2015,,Citroen,C-Elysée,5,,Essence,,
769,À vendre Toyota RAV 4 occasion en très bon état,56000,https://www.tayara.tn/fr/item/679a25d46286c24145791d07/Voitures/Tunis/La_Marsa/_vendre_Toyota_RAV_4_occasion_en_trs_bon_tat/,https://www.tayara.tn/mediaGateway/resize-image?img=e3/e3eb9a6e-40f4-4c2b-a934-a78eee7a586a&w=300,280000,Marron,Avec kilométrage,Automatique,2016,2.0L,Toyota,RAV 4,9,4 x 4,Essence,,
770,Peugeot Rifter EHDI 2022,76500,https://www.tayara.tn/fr/item/679a2596a487ea2259c09f46/Voitures/Nabeul/Nabeul/Peugeot_Rifter_EHDI_2022/,https://www.tayara.tn/mediaGateway/resize-image?img=66/66c52f7d-128c-464f-9393-504bc225c10a&w=300,110000,Blanc,Avec kilométrage,Manuelle,2022,1.6L,Peugeot,Partner,7,Utilitaire,Diesel,,
771,Renault Mégane à Vendre - Excellant état,21999,https://www.tayara.tn/fr/item/679a2316a487ea2259c09ce9/Voitures/Ariana/Dar_Fadhal/Renault_Mgane_Vendre_Excellant_tat_/,https://www.tayara.tn/mediaGateway/resize-image?img=20/202f2216-ef2e-4aab-a8f9-f86b14fc4dbf&w=300,320000,Gris,Avec kilométrage,Manuelle,2005,1.4L,Renault,Megane,6,Berline,Essence,,
772,GOLF 7 - 2.0 TDI 150cv,90000,https://www.tayara.tn/fr/item/679933306286c24145789658/Voitures/Tunis/Sidi_Bou_Said/GOLF_7_20_TDI_150cv/,https://www.tayara.tn/mediaGateway/resize-image?img=d1/d10d29d0-8919-45be-8863-df15cc650e71&w=300,113000,Noir,Avec kilométrage,Automatique,2020,2.0L,Volkswagen,Golf 7,8,Berline,Diesel,,
773,Fiat 500 première main,41500,https://www.tayara.tn/fr/item/679932f26286c24145789616/Voitures/Tunis/La_Marsa/Fiat_500_premire_main/,https://www.tayara.tn/mediaGateway/resize-image?img=2a/2a2b6db5-c495-45b2-8548-b854a9463f01&w=300,110000,Blanc,Avec kilométrage,Manuelle,2017,,Fiat,500,,,Essence,,
774,Vente 301,27400,https://www.tayara.tn/fr/item/6798bfa06286c241457828d8/Voitures/Ben_Arous/Mornag/Vente_301/,https://www.tayara.tn/mediaGateway/resize-image?img=18/18818900-a21b-44bf-be10-2e8e7fd27ea7&w=300,88000,Bleu,Avec kilométrage,Manuelle,2018,1.2L,Peugeot,301,5,Berline,Essence,,
775,97536597,39000,https://www.tayara.tn/fr/item/6798bd60a487ea2259bfa81a/Voitures/Nabeul/Hammamet/97536597/,https://www.tayara.tn/mediaGateway/resize-image?img=cf/cf16e022-3f24-4d29-9d7f-25de2f14e4f5&w=300,200000,Gris,Nouveau,Manuelle,2012,1.2L,Volkswagen,Golf,5,Compacte,Essence,,
776,Taxi C3,40000,https://www.tayara.tn/fr/item/6798bd39a487ea2259bfa7f5/Voitures/Tunis/Tunis/Taxi_C3_/,https://www.tayara.tn/mediaGateway/resize-image?img=65/65b22bea-bb68-4964-81d0-aea43d4977e7&w=300,0,Jaune,Nouveau,Manuelle,2025,1.6L,Citroen,C3,0,Berline,Diesel,,
777,mini Cooper tt option,21000,https://www.tayara.tn/fr/item/6797e6c0a487ea2259bf3c8f/Voitures/Sousse/Sousse/mini_Cooper_tt_option_/,https://www.tayara.tn/mediaGateway/resize-image?img=f0/f07bc85e-8bff-4ca7-87cf-354ec7b4a965&w=300,165000,Noir,Nouveau,Manuelle,2010,1.4L,Audi,A1,5,Compacte,Essence,,
778,Seat Leon,28000,https://www.tayara.tn/fr/item/6797df04a487ea2259bf34d5/Voitures/Sousse/Sousse/Seat_Leon_/,https://www.tayara.tn/mediaGateway/resize-image?img=d8/d8699258-8ae4-4d6e-a6c5-0053a384ab3d&w=300,216000,Noir,Avec kilométrage,Manuelle,2008,1.9L,Seat,Leon,7,Berline,Diesel,,
779,Mazda2 berline bien entretenue toujours en sous-sol à l’abri du soleil et des pluies,43500,https://www.tayara.tn/fr/item/679765ab6286c24145773eb2/Voitures/Ben_Arous/Hammam_Chott/Mazda2_berline_bien_entretenue_toujours_en_soussol_labri_du_soleil_et_des_pluies/,https://www.tayara.tn/mediaGateway/resize-image?img=45/451eee69-ed0b-4066-8a96-f467e3621c81&w=300,133000,Gris,Avec kilométrage,Manuelle,2017,1.5L,Mazda,2,6,Berline,Essence,,
780,citroen berlingo 5 places,35000,https://www.tayara.tn/fr/item/679765486286c24145773e4d/Voitures/Sousse/Sousse/citroen_berlingo_5_places/,https://www.tayara.tn/mediaGateway/resize-image?img=41/41fa0ee2-f3f0-41ae-8c4b-e3aad4ec8d87&w=300,290000,Blanc,Avec kilométrage,Manuelle,2010,1.6L,Citroen,Berlingo,5,Monospace,Diesel,,
781,A Vendre Fiat Punto Evo à Mourouj1,25500,https://www.tayara.tn/fr/item/679764f0a487ea2259bebfbc/Voitures/Ben_Arous/El_Mourouj_1/A_Vendre_Fiat_Punto_Evo_Mourouj1/,https://www.tayara.tn/mediaGateway/resize-image?img=8c/8c170c46-15de-42e2-ba9f-629642d31b5f&w=300,194000,Blanc,Avec kilométrage,Manuelle,2012,1.2L,Fiat,Grande Punto,4,Compacte,Essence,,
782,26,16000,https://www.tayara.tn/fr/item/679763cea487ea2259bebe7d/Voitures/Tunis/Le_Kram/26/,https://www.tayara.tn/mediaGateway/resize-image?img=6f/6f5c5d71-9f9f-4523-aff1-2f3804efa54c&w=300,400000,Noir,Avec kilométrage,Manuelle,2002,1.1L,Peugeot,206+,4,Compacte,Essence,,
783,Renault Mégane 2,18000,https://www.tayara.tn/fr/item/679675fe6286c2414576b999/Voitures/Nabeul/Nabeul/Renault_Mgane_2/,https://www.tayara.tn/mediaGateway/resize-image?img=94/94be8258-0dca-46a3-8f89-1a51233edb01&w=300,198000,Noir,Nouveau,Manuelle,2004,1.5L,Renault,Megane,5,Compacte,Diesel,,
784,Voiture Renault Symbol,35000,https://www.tayara.tn/fr/item/679675de6286c2414576b973/Voitures/Ariana/Ariana_Ville/Voiture_Renault_Symbol_/,https://www.tayara.tn/mediaGateway/resize-image?img=48/48dd058e-654d-45c5-b317-9844ec0deefa&w=300,64000,Gris,Avec kilométrage,Manuelle,2012,1.2L,Renault,Symbol,5,Berline,Essence,,
785,BMW de Direction,65000,https://www.tayara.tn/fr/item/679671966286c2414576b559/Voitures/Sousse/Khzema/BMW_de_Direction/,https://www.tayara.tn/mediaGateway/resize-image?img=80/802cd8d4-2bae-40a7-8481-afdde2135aee&w=300,189732,Camel,Avec kilométrage,Automatique,2013,,BMW,Serie 3,7,Berline,Essence,,
786,Passat b8 tdi bluemotion,41500,https://www.tayara.tn/fr/item/679602706286c24145765ca1/Voitures/Ben_Arous/Mgrine/Passat_b8_tdi_bluemotion_/,https://www.tayara.tn/mediaGateway/resize-image?img=ba/ba703896-2ed3-4ed1-a4f5-b92a022f4d3c&w=300,360,Blanc,Nouveau,Manuelle,2011,1.6L,Volkswagen,Passat,5,Berline,Diesel,,
787,Peugeot Partner 5 places,23000,https://www.tayara.tn/fr/item/67960197a487ea2259bddf21/Voitures/Tozeur/Nefta/Peugeot_Partner_5_places/,https://www.tayara.tn/mediaGateway/resize-image?img=18/188d12c2-adc6-4510-b376-f762ed22072a&w=300,200000,Gris,Avec kilométrage,Manuelle,2004,1.4L,Peugeot,Partner,6,Utilitaire,Essence,,
788,Seat ibiza,30800,https://www.tayara.tn/fr/item/6795ff2fa487ea2259bddda9/Voitures/Ariana/Mnihla/Seat_ibiza/,https://www.tayara.tn/mediaGateway/resize-image?img=64/64f66c89-ee38-4951-9841-f9a00e58e7ca&w=300,360000,Noir,Avec kilométrage,Manuelle,2015,1.2L,Seat,Ibiza,5,Berline,Essence,,
789,peugeot 208 toute neuve 🔥🔥,35500,https://www.tayara.tn/fr/item/674d927e041535433b427288/Voitures/Nabeul/Nabeul/peugeot_208_toute_neuve_/,https://www.tayara.tn/mediaGateway/resize-image?img=2c/2c854800-90b0-4c9d-8695-3ee250309098&w=300,84000,Gris,Avec kilométrage,Manuelle,2021,<1.0L,Peugeot,208,4,Berline,Essence,,
790,Av Dacia MCV,35000,https://www.tayara.tn/fr/item/6795fd146286c24145765967/Voitures/Nabeul/Mrezga/Av_Dacia_MCV/,https://www.tayara.tn/mediaGateway/resize-image?img=06/06ecd489-57d8-4f5a-8d3a-d744550c3486&w=300,231000,Gris,Avec kilométrage,Manuelle,2016,1.2L,Dacia,Logan MCV,5,Berline,Essence,,
791,Peugeot Boxer,47000,https://www.tayara.tn/fr/item/6794e144a487ea2259bd495a/Voitures/Ariana/Ariana/Peugeot_Boxer_/,https://www.tayara.tn/mediaGateway/resize-image?img=35/35313f5e-e9ec-4f3a-b0cb-12667b759148&w=300,145000,Blanc,Avec kilométrage,Manuelle,2019,2.1L,Peugeot,Boxer,7,Autres,Diesel,,
792,A Vendre Golf 7 Join Imp d'Allemagne,78000,https://www.tayara.tn/fr/item/676efabdb7de28167ec8442d/Voitures/Nabeul/Hammamet/A_Vendre_Golf_7_Join_Imp_dAllemagne_/,https://www.tayara.tn/mediaGateway/resize-image?img=e8/e8ed77c2-71f9-4f1f-b595-941d6fffa457&w=300,110000,Blanc,Nouveau,Manuelle,2019,1.6L,Volkswagen,Golf,6,Compacte,Diesel,,
793,208 peugeot,32000,https://www.tayara.tn/fr/item/6794dfc6a487ea2259bd480e/Voitures/Ariana/La_Soukra/208_peugeot/,https://www.tayara.tn/mediaGateway/resize-image?img=4e/4e0e2bdc-f39e-40f3-957b-ba4c6e149e0e&w=300,64000,Gris,Avec kilométrage,Manuelle,2019,1.2L,Peugeot,208,4,Berline,Essence,,
794,Audi A4 Essence,43000,https://www.tayara.tn/fr/item/6793d6936286c24145753a3c/Voitures/Tunis/Mutuelleville/Audi_A4_Essence_/,https://www.tayara.tn/mediaGateway/resize-image?img=b8/b831d8a0-7b2d-45bb-b3f7-2bcda14f4158&w=300,181000,Blanc,Avec kilométrage,Manuelle,2013,2.0L,Audi,A4,7,Berline,Essence,,
795,"bmw serie 2 Grand coupé 
KIT M",155000,https://www.tayara.tn/fr/item/6793d4056286c2414575376c/Voitures/Ariana/Ariana/bmw_serie_2_Grand_coup_KIT_M/,https://www.tayara.tn/mediaGateway/resize-image?img=ac/ac416f15-289b-4868-afb1-afc4c7562d42&w=300,12000,Autre,Avec kilométrage,Automatique,2020,1.8L,BMW,Serie 2,200,Berline,Essence,,
796,tracteur,20000,https://www.tayara.tn/fr/item/6793d3a26286c24145753706/Engins%20Agricoles/Le_Kef/Tajerouine/tracteur/,https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d1a38d8-461e-432e-8bf3-6310daca24d0&w=300,,,,,,,,,,,,,
797,Mercedes cla 180 amg,140000,https://www.tayara.tn/fr/item/6792a6f2c572f8fd2af76353/Voitures/Ariana/La_Soukra/Mercedes_cla_180_amg/,https://www.tayara.tn/mediaGateway/resize-image?img=00/00e748c7-b5da-47d8-b7ff-f7277c99d9bd&w=300,10100,Gris,Avec kilométrage,Automatique,2019,1.6L,Mercedes-Benz,Classe CLA,7,Berline,Essence,,
798,C3 Etat d origine,29000,https://www.tayara.tn/fr/item/6792a67fc572f8fd2af762e7/Voitures/Mdenine/Mdenine/C3_Etat_d_origine_/,https://www.tayara.tn/mediaGateway/resize-image?img=33/33e59fab-d471-4bb3-9d90-f98a65385fe4&w=300,137000,Noir,Avec kilométrage,Manuelle,2011,1.4L,Citroen,C3,5,Berline,Essence,,
799,GOLF 8 Édition,95000,https://www.tayara.tn/fr/item/6792a6499bffab23b80f88f8/Voitures/Ariana/La_Soukra/GOLF_8_dition_/,https://www.tayara.tn/mediaGateway/resize-image?img=13/13606d58-b0c6-4895-a867-5bdb6b6dd062&w=300,47000,Blanc,Avec kilométrage,Manuelle,2021,1.5L,Volkswagen,Golf 8,7,Berline,Essence,,
800,Véhicule,31000,https://www.tayara.tn/fr/item/6792a35ec572f8fd2af75fdf/Voitures/Ben_Arous/Autres_Villes/Vhicule_/,https://www.tayara.tn/mediaGateway/resize-image?img=0a/0a40b579-8ff5-454c-ae0a-f7d9a8987d7e&w=300,160000,Noir,Avec kilométrage,Manuelle,2019,<1.0L,Citroen,C3,4,Autres,Essence,,
801,nissan x-trail année 2018,79000,https://www.tayara.tn/fr/item/679214c8c572f8fd2af6df8f/Voitures/Sousse/Chatt_mariem/nissan_xtrail_anne_2018/,https://www.tayara.tn/mediaGateway/resize-image?img=75/752d275c-d16a-484d-9f34-ce5b536f3b01&w=300,70000,Gris,Avec kilométrage,Manuelle,2018,1.6L,Nissan,X-Trail,7,4 x 4,Diesel,,
802,Opel Corsa,111111,https://www.tayara.tn/fr/item/67921355c572f8fd2af6de2f/Voitures/Tunis/Tunis/Opel_Corsa_/,https://www.tayara.tn/mediaGateway/resize-image?img=13/13931aa3-e903-4d01-b4f8-94075abce012&w=300,280000,Gris,Avec kilométrage,Manuelle,2000,1.2L,Opel,Corsa,4,Compacte,Essence,,
803,mini cooper R 50 kit S,27000,https://www.tayara.tn/fr/item/6792097ac572f8fd2af6d4ec/Voitures/Sousse/Hammam_Sousse/mini_cooper_R_50_kit_S/,https://www.tayara.tn/mediaGateway/resize-image?img=ec/ecd3c07e-a278-466c-8b9a-9462bcb03d35&w=300,247,Bleu,Nouveau,Automatique,2007,1.6L,mini,Cooper,7,Compacte,Essence,,
804,Hyundai grand i10 high grade 2015,32800,https://www.tayara.tn/fr/item/6790e29d9bffab23b80e4bfc/Voitures/Ben_Arous/Fouchana/Hyundai_grand_i10_high_grade_2015/,https://www.tayara.tn/mediaGateway/resize-image?img=a4/a4c8453d-dd18-4822-9d8d-0be3d47e580d&w=300,127800,Gris,Avec kilométrage,Manuelle,2015,1.2L,Hyundai,I 10,5,Autres,Essence,,
805,2013 BMW SERE 3 F30 316i BVA,62500,https://www.tayara.tn/fr/item/6790e13fc572f8fd2af624ae/Voitures/Tunis/La_Marsa/2013_BMW_SERE_3_F30_316i_BVA/,https://www.tayara.tn/mediaGateway/resize-image?img=7f/7f31b0d7-0753-45a3-9324-a4bce72464d8&w=100&w=300,186000,Noir,Avec kilométrage,Automatique,2013,1.6L,BMW,Serie 3,7,Berline,Essence,,
806,haval h6,73000,https://www.tayara.tn/fr/item/6790e01dc572f8fd2af623e2/Voitures/Monastir/Monastir/haval_h6_/,https://www.tayara.tn/mediaGateway/resize-image?img=01/01343c3f-c6a2-4e0c-824a-31b33de68866&w=300,100000,Bleu,Avec kilométrage,Automatique,2020,1.5L,Haval,H6,8,4 x 4,Essence,,
807,Fiat grande,23500,https://www.tayara.tn/fr/item/678faa6e9bffab23b80d87d9/Voitures/Mahdia/Mahdia/Fiat_grande/,https://www.tayara.tn/mediaGateway/resize-image?img=d5/d5aed326-dfec-4db3-bea3-8a96b042cafe&w=300,268000,Gris,Avec kilométrage,Manuelle,2007,1.2L,Fiat,Grande Punto,4,Berline,Essence,,
808,Mercedes A150 num 22812102,30000,https://www.tayara.tn/fr/item/678fa8f59bffab23b80d8677/Voitures/Bizerte/Ras_Jebel/Mercedes_A150_num_22812102/,https://www.tayara.tn/mediaGateway/resize-image?img=d9/d965060e-820b-42f1-a6a9-b3188af8e8dc&w=300,107000,Noir,Avec kilométrage,Manuelle,2011,1.6L,Mercedes-Benz,Classe A,6,Compacte,Essence,,
809,Mercedes Benz,145000,https://www.tayara.tn/fr/item/678fa51fc572f8fd2af55c39/Voitures/Nabeul/Nabeul/Mercedes_Benz/,https://www.tayara.tn/mediaGateway/resize-image?img=0e/0eb264ac-6b68-44e3-abc9-d555958b3057&w=300,90000,Noir,Avec kilométrage,Manuelle,2021,1.6L,Mercedes-Benz,Classe CLA,6,Berline,Diesel,,
810,UNE BELLE B9 COMMERCIALE A VENDRE,38500,https://www.tayara.tn/fr/item/678f9ff8c572f8fd2af556c5/Voitures/Kairouan/Kairouan_Nord/UNE_BELLE_B9_COMMERCIALE_A_VENDRE/,https://www.tayara.tn/mediaGateway/resize-image?img=94/94b932fb-3168-4ed7-91bc-a1c3b76a8683&w=300,220.000,Autre,,Manuelle,2018,1.5L,Citroen,Berlingo,5,Utilitaire,Diesel,,
811,Mercedes E200D,195000,https://www.tayara.tn/fr/item/678e7ba79bffab23b80ccc08/Voitures/Sousse/Sousse/Mercedes_E200D/,https://www.tayara.tn/mediaGateway/resize-image?img=b9/b97e74c2-7342-4463-9ce5-8d3317bf9425&w=300,45000,Gris,Avec kilométrage,Automatique,092020,1.6L,Mercedes-Benz,Classe E,9,Berline,Diesel,,
812,ISUZU Dmax Importé du Saoudi Arabia,117999,https://www.tayara.tn/fr/item/678e79b4c572f8fd2af4a418/Voitures/Jendouba/Tabarka/ISUZU_Dmax_Import_du_Saoudi_Arabia/,https://www.tayara.tn/mediaGateway/resize-image?img=e2/e20229bb-0b47-4eaf-a3f0-8dd9c20bc7b5&w=300,1000,Rouge,Nouveau,Manuelle,2024,2.5L,Isuzu,D-MAX,8,Berline,Diesel,,
813,Mitsubishi l200,40000,https://www.tayara.tn/fr/item/678e783ac572f8fd2af4a2e4/Voitures/Bizerte/Ghar_El_Melh/Mitsubishi_l200/,https://www.tayara.tn/mediaGateway/resize-image?img=95/95ee9975-ab8e-49b8-9092-6b89bc3a1c5c&w=300,494634,Vert,Avec kilométrage,Manuelle,1998,2.5L,Mitsubishi,L200,10,4 x 4,Diesel,,
814,A Vendre Passat B8,40999,https://www.tayara.tn/fr/item/678e6e06c572f8fd2af49981/Voitures/Nabeul/Soliman/A_Vendre_Passat_B8/,https://www.tayara.tn/mediaGateway/resize-image?img=a2/a275a131-6a58-4b91-a7a0-f2caf5029499&w=300,230000,Noir,Avec kilométrage,Manuelle,2012,1.6L,Volkswagen,Passat,07,Autres,Essence,,
815,Clio classique très bon état,21700,https://www.tayara.tn/fr/item/678d78a79bffab23b80bdc6e/Voitures/Tunis/El_Omrane_Suprieur/Clio_classique_trs_bon_tat_/,https://www.tayara.tn/mediaGateway/resize-image?img=db/dbd079ee-61e3-40d3-97ea-72db2e7a9ed3&w=300,255000,Beige,Avec kilométrage,Manuelle,2009,1.2L,Renault,Clio,5,,Essence,,
816,Vente voite Jetta,25000,https://www.tayara.tn/fr/item/678d783d9bffab23b80bdbdd/Voitures/Ariana/Ariana/Vente_voite_Jetta/,https://www.tayara.tn/mediaGateway/resize-image?img=37/37c31547-51f6-42f9-b948-2c3cfdcd2615&w=300,458000,Noir,,Manuelle,2009,,Volkswagen,Jetta,7,,Essence,,
817,Voiture Hyundai Grand i10,32500,https://www.tayara.tn/fr/item/678d76419bffab23b80bd866/Voitures/La_Manouba/Denden/Voiture_Hyundai_Grand_i10/,https://www.tayara.tn/mediaGateway/resize-image?img=1a/1a55d932-bfc0-4014-a062-6e906071b1d9&w=300,157500,Blanc,Avec kilométrage,Manuelle,2016,1.2L,Hyundai,I 10,5,Berline,Essence,,
818,Polo Sedan,45000,https://www.tayara.tn/fr/item/678cc7559bffab23b80abd5e/Voitures/Gabs/Ghanouch/Polo_Sedan/,https://www.tayara.tn/mediaGateway/resize-image?img=af/af3cf94f-3377-4f13-b9b6-210408c37b58&w=300,90000,Gris,Avec kilométrage,Manuelle,2021,1.4L,Volkswagen,Polo,05,,Essence,,
819,z750,24800,https://www.tayara.tn/fr/item/678b727b9bffab23b8094885/Motos/Nabeul/Nabeul/z750/,https://www.tayara.tn/mediaGateway/resize-image?img=1d/1d69de2a-2497-4ee8-af97-5ff91f8c1884&w=300,60000,Noir,Nouveau,Manuelle,2007,,,,,,,,750
820,Volkswagen Passat B7 – 2011 – 7CV – Essence 1.4 TSI – Bande Rouge,46000,https://www.tayara.tn/fr/item/678b700b9bffab23b80945b1/Voitures/Ben_Arous/Hammam_Chott/Volkswagen_Passat_B7_2011_7CV_Essence_14_TSI_Bande_Rouge/,https://www.tayara.tn/mediaGateway/resize-image?img=3b/3b60bc33-968c-475f-967f-43c378c4fd9c&w=300,242000,Gris,Avec kilométrage,Manuelle,2011,1.4L,Volkswagen,Passat,7,,Essence,,
821,grande Punto 4 ch état d origine tel 40872614,24500,https://www.tayara.tn/fr/item/678b70079bffab23b80945ab/Voitures/Tunis/Tunis/grande_Punto_4_ch_tat_d_origine_tel_40872614/,https://www.tayara.tn/mediaGateway/resize-image?img=eb/eb87141b-a954-426c-8ff9-838ac7a9ab5b&w=300,250000,Blanc,Avec kilométrage,Manuelle,2013,1.2L,Fiat,Grande Punto,4,Compacte,Essence,,
822,berlingo b9,99999,https://www.tayara.tn/fr/item/678a3c52ed6f33de58c4a021/Voitures/Sfax/Sakiet_Ezzit/berlingo_b9/,https://www.tayara.tn/mediaGateway/resize-image?img=5e/5e7ab120-2798-4a93-b501-52ccd790dd4c&w=300,97000,Bleu,Nouveau,Manuelle,2018,1.4L,Citroen,Berlingo,9999,Autres,Diesel,,
823,Megan classic,19500,https://www.tayara.tn/fr/item/678a39a27041684afec507cb/Voitures/Sfax/Sakiet_Eddaer/Megan_classic/,https://www.tayara.tn/mediaGateway/resize-image?img=a7/a7d7fccc-7fe4-4f67-b671-2865aca2ab44&w=300,120000,Noir,Avec kilométrage,Manuelle,2004,1.4L,Renault,Megane,6,Berline,Essence,,
824,Volkswagen Tiguan,68500,https://www.tayara.tn/fr/item/6788d8f4ed6f33de58c3c4a6/Voitures/Tunis/Sidi_Daoud/Volkswagen_Tiguan/,https://www.tayara.tn/mediaGateway/resize-image?img=90/90e6b0f1-e119-490d-95fc-2c983ac6047b&w=300,184000,Autre,Avec kilométrage,Manuelle,2014,2.0L,Volkswagen,Tiguan,6,Autres,Diesel,,
825,"407 Peugeot HDI 6 chevaux mazoute , Année : 2007 , toutes options, climatiseur en marche , 4 vitres électriques, rétroviseur électrique, jantes alu , 4 pneus neufs , Nedhifa barcha , Mawjouda fi Manouba centre ☎️ 96701607",23000,https://www.tayara.tn/fr/item/6787bbdf7041684afec38ac8/Voitures/La_Manouba/La_Manouba/407_Peugeot_HDI_6_chevaux_mazoute_Anne_2007_toutes_options_climatiseur_en_marche_4_vitres_lectriques_rtroviseur_lectrique_jantes_alu_4_pneus_neufs_Nedhifa_barcha_Mawjouda_fi_Manouba_centre_96701607/,https://www.tayara.tn/mediaGateway/resize-image?img=fe/fe2cef40-6f5e-4ae0-9bcc-fb6cf0636982&w=300,297000,Noir,Avec kilométrage,Manuelle,2007,1.6L,Peugeot,407,6,Compacte,Diesel,,
826,Peugeot partner,18500,https://www.tayara.tn/fr/item/6787bb9d7041684afec38a76/Voitures/Tunis/Gammarth/Peugeot_partner_/,https://www.tayara.tn/mediaGateway/resize-image?img=42/420cfc11-fb00-4a00-91b3-6b81ca9275fc&w=300,280000,Rouge,Avec kilométrage,Manuelle,2012,1.9L,Peugeot,Partner,7,Utilitaire,Diesel,,
827,Om 40,11111,https://www.tayara.tn/fr/item/678678bb7041684afec2bef3/Camions/Sousse/Kala_Kebira/Om_40/,https://www.tayara.tn/mediaGateway/resize-image?img=e8/e877cbb0-1908-4855-a1fb-98751528d630&w=300,,,,,,,,,,,,,
828,Mazda CX-5 première main Nabeul,65000,https://www.tayara.tn/fr/item/678677a97041684afec2bdd4/Voitures/Nabeul/Nabeul/Mazda_CX5_premire_main_Nabeul_/,https://www.tayara.tn/mediaGateway/resize-image?img=28/287c6543-bc75-4711-a9b3-31d7b1c65eca&w=300,148000,Noir,Avec kilométrage,Automatique,2015,1.9L,Mazda,CX-5,9,Autres,Essence,,
829,belle c4 cactus,39999,https://www.tayara.tn/fr/item/678675d7ed6f33de58c25177/Voitures/Ariana/Ariana/belle_c4_cactus_/,https://www.tayara.tn/mediaGateway/resize-image?img=81/818d0748-aa8f-4d1b-b451-974e09b31b9d&w=300,99000,Noir,Avec kilométrage,Manuelle,2018,,Citroen,C4 Cactus,5,,Essence,,
830,Hyundai creta,92000,https://www.tayara.tn/fr/item/678546507041684afec1f686/Voitures/Gabs/Gabs_Mdina/Hyundai_creta/,https://www.tayara.tn/mediaGateway/resize-image?img=14/143062da-6b61-4d02-a627-8aea9f19f968&w=300,5200,Blanc,Nouveau,Automatique,2023,1.5L,Hyundai,Creta,7,Berline,Essence,,
831,Dongfeng S50,33500,https://www.tayara.tn/fr/item/6785410c7041684afec1f275/Voitures/Ben_Arous/Borj_Cedria/Dongfeng_S50/,https://www.tayara.tn/mediaGateway/resize-image?img=77/77b7098c-7a0a-453a-9c90-d74f7c9c5b21&w=300,155000,Noir,Avec kilométrage,Manuelle,2020,1.5L,Dongfeng,s50,6,Berline,Essence,,
832,Mahindra Kuv 100,33000,https://www.tayara.tn/fr/item/67853e7ded6f33de58c1856d/Voitures/Nabeul/Soliman/Mahindra_Kuv_100/,https://www.tayara.tn/mediaGateway/resize-image?img=03/03d82c61-0ccc-4f2e-be2c-7b318f4e4994&w=300,101331,Noir,Avec kilométrage,Manuelle,2020,1.2L,Mahindra,Hover,5,Compacte,Essence,,
